gene_id	gene_name	ND0013	ND0323	ND0463	ND0693
ENSG00000142627	EPHA2	14	9	258	17
ENSG00000142632	ARHGEF19	88	66.925	24.001	106
ENSG00000142634	EFHD2	7256	9189	7671	11316
ENSG00000142655	PEX14	297	198	333	243
ENSG00000142657	PGD	2932.999	2131.001	2079	6236
ENSG00000142661	MYOM3	0	0	0	0
ENSG00000142669	SH3BGRL3	12086	7641	11276	14112
ENSG00000142675	CNKSR1	45	26.999	10	38
ENSG00000142676	RPL11	5889.001	2502.999	18170.999	2216
ENSG00000142677	IL22RA1	0	0	1	0
ENSG00000142684	ZNF593	76	67	102	75
ENSG00000142686	C1orf216	141	119	86	101
ENSG00000142687	KIAA0319L	1165.002	1482.999	958.001	1149
ENSG00000142694	EVA1B	117	57	188	130
ENSG00000142698	C1orf94	0	0	0	0
ENSG00000142700	DMRTA2	0	0	0	0
ENSG00000142731	PLK4	18	10	50.001	11
ENSG00000142733	MAP3K6	73	104	26	123
ENSG00000142748	FCN3	0	0	0	0
ENSG00000142751	GPN2	522	362	701.001	376
ENSG00000142765	SYTL1	2445	2371	963.002	2657
ENSG00000142784	WDTC1	3217	2692	1407	3635.001
ENSG00000142789	CELA3A	0	0	0	0
ENSG00000142794	NBPF3	111.383	172.975	21.008	61.885
ENSG00000142798	HSPG2	123	60	173	81
ENSG00000142856	ITGB3BP	11	26	64	16
ENSG00000142864	SERBP1	2468.939	1480.984	2896.962	1557.987
ENSG00000142867	BCL10	244	230.001	695.999	222
ENSG00000142871	CCN1	1	0	0	0
ENSG00000142875	PRKACB	656.001	564	1130	269
ENSG00000142892	PIGK	129.999	113	107	58
ENSG00000142910	TINAGL1	0	1	533.999	3
ENSG00000142920	AZIN2	38.999	73.001	66	55.001
ENSG00000142937	RPS8	12102.995	4006.996	20393.985	4792.996
ENSG00000142945	KIF2C	17	5	12	31
ENSG00000142949	PTPRF	37	32	13	23
ENSG00000142959	BEST4	5	8	46	28
ENSG00000142961	MOB3C	587	652	400.586	726
ENSG00000142973	CYP4B1	0	0	0	0
ENSG00000143001	TMEM61	1	0	0	1
ENSG00000143006	DMRTB1	0	0	0	0
ENSG00000143013	LMO4	218.999	180	370.999	272.001
ENSG00000143028	SYPL2	1	2	3	0
ENSG00000143032	BARHL2	0	0	0	0
ENSG00000143033	MTF2	220	168	567	140
ENSG00000143036	SLC44A3	0	1	0	1
ENSG00000143061	IGSF3	1	2	28	0
ENSG00000143067	ZNF697	22	23	875	32
ENSG00000143079	CTTNBP2NL	23	24	107	15
ENSG00000143093	STRIP1	674	485.001	900.002	507
ENSG00000143105	KCNA10	0	0	0	0
ENSG00000143106	PSMA5	801	473.001	404	538
ENSG00000143107	FNDC7	2	1	10	0
ENSG00000143110	C1orf162	1363	897	504.999	1587
ENSG00000143119	CD53	5189.999	4304.001	4870.001	6529.001
ENSG00000143125	PROK1	0	0	3	0
ENSG00000143126	CELSR2	120	105	66.001	55
ENSG00000143127	ITGA10	19	25	9	36
ENSG00000143147	GPR161	11	5	11	1
ENSG00000143149	ALDH9A1	660	432	405.001	584
ENSG00000143153	ATP1B1	18	21	123	28
ENSG00000143155	TIPRL	175	144	447	108
ENSG00000143156	NME7	25.001	22.001	36.999	27
ENSG00000143157	POGK	879.001	537.999	1003.001	596.001
ENSG00000143158	MPC2	193	187	347	201
ENSG00000143162	CREG1	483	423	1870	895
ENSG00000143164	DCAF6	548	418.999	597.001	768.999
ENSG00000143167	GPA33	316	147	126	192
ENSG00000143171	RXRG	0	0	0	0
ENSG00000143178	TBX19	50	48.001	123.001	52
ENSG00000143179	UCK2	131	137	218.001	116
ENSG00000143183	TMCO1	209.998	189	586.001	93
ENSG00000143184	XCL1	28.404	31	144.727	1.012
ENSG00000143185	XCL2	15.596	20	106.273	17.988
ENSG00000143190	POU2F1	453.999	362	2336.999	466
ENSG00000143194	MAEL	0	2	2	0
ENSG00000143195	ILDR2	6	4	69	7
ENSG00000143196	DPT	0	0	0	0
ENSG00000143198	MGST3	280.001	251	112	151.999
ENSG00000143199	ADCY10	0	0	4	1
ENSG00000143207	COP1	538	513	721.001	553.001
ENSG00000143217	NECTIN4	1	0	34	9
ENSG00000143222	UFC1	620.999	359	532	489.999
ENSG00000143224	PPOX	221.999	178.001	115	228
ENSG00000143226	FCGR2A	3866.653	6057.793	2479.579	5136.07
ENSG00000143228	NUF2	10	1	10	2
ENSG00000143248	RGS5	2	4	9	0
ENSG00000143252	SDHC	718.001	591	435	665.001
ENSG00000143256	PFDN2	205.999	71	258	80
ENSG00000143257	NR1I3	2	1	0	2
ENSG00000143258	USP21	527.001	328.999	466	384.001
ENSG00000143278	F13B	0	0	0	0
ENSG00000143294	PRCC	1110	656.001	1020.001	1024
ENSG00000143297	FCRL5	801.001	527	170	450.999
ENSG00000143303	RRNAD1	262.999	168.001	199.999	304.999
ENSG00000143314	MRPL24	178.001	100	54	145
ENSG00000143315	PIGM	178	220	163	176
ENSG00000143318	CASQ1	4	5	1	7
ENSG00000143319	ISG20L2	836	640.001	763	629
ENSG00000143320	CRABP2	6	11	59	11
ENSG00000143321	HDGF	4214	3125.001	2568.001	4459
ENSG00000143322	ABL2	272.002	248	1195.999	187
ENSG00000143324	XPR1	171	160	638	124
ENSG00000143333	RGS16	5	7	18	23
ENSG00000143337	TOR1AIP1	797	822.001	1327.999	689.001
ENSG00000143340	FAM163A	1	0	0	0
ENSG00000143341	HMCN1	0	2	3	2
ENSG00000143344	RGL1	52	24	546	36
ENSG00000143353	LYPLAL1	28	52	65.001	32.001
ENSG00000143355	LHX9	0	0	1	0
ENSG00000143363	PRUNE1	562	383	319	402
ENSG00000143365	RORC	43	193	16	123.999
ENSG00000143367	TUFT1	36	46.907	65	123
ENSG00000143368	SF3B4	1269	860	1294	1249
ENSG00000143369	ECM1	14	14	39.999	20.001
ENSG00000143373	ZNF687	864	718.001	2663.999	1152.999
ENSG00000143374	TARS2	302	207	249.999	309
ENSG00000143375	CGN	4	14	3	3
ENSG00000143376	SNX27	971	986	972	1081
ENSG00000143379	SETDB1	858.001	641	900.998	702.002
ENSG00000143382	ADAMTSL4	183	377.999	457.001	1099
ENSG00000143384	MCL1	8309	9347	19061.999	6797.001
ENSG00000143387	CTSK	80	35	263	53
ENSG00000143390	RFX5	997	617	1096	583.001
ENSG00000143393	PI4KB	1583	1290.999	2080.002	1407
ENSG00000143398	PIP5K1A	525.99	452.996	1461.955	389.999
ENSG00000143401	ANP32E	302.002	247.001	952	167
ENSG00000143409	MINDY1	815.001	896	73	1235.001
ENSG00000143412	ANXA9	9	5	4	28
ENSG00000143416	SELENBP1	1911.003	1704.001	0	5852
ENSG00000143418	CERS2	1807	1397.001	1283	2162
ENSG00000143420	ENSA	1209.97	912	1613.999	1028
ENSG00000143429	LSP1P4	10.978	8.882	3.003	8.462
ENSG00000143434	SEMA6C	65	78	37.001	94
ENSG00000143436	MRPL9	353	206.001	443	261.99
ENSG00000143437	ARNT	901	724.999	1410	731.001
ENSG00000143442	POGZ	1156.001	972.999	2156	758.999
ENSG00000143443	C1orf56	70	37	19	37
ENSG00000143450	OAZ3	1	1	1	2
ENSG00000143452	HORMAD1	0	5	1	7
ENSG00000143457	GOLPH3L	157	122	82	155.001
ENSG00000143458	GABPB2	485.999	391	188	357
ENSG00000143469	SYT14	0	0	0	0
ENSG00000143473	KCNH1	1	0	0	0
ENSG00000143476	DTL	11	11	10	13
ENSG00000143479	DYRK3	12	18	108	19
ENSG00000143486	EIF2D	740.999	446.001	348.999	406.001
ENSG00000143493	INTS7	142	112.001	45.999	120
ENSG00000143494	VASH2	1	0	35	1
ENSG00000143498	TAF1A	35	21	59	25
ENSG00000143499	SMYD2	270	172	96.999	149.001
ENSG00000143502	SUSD4	117	53	22.001	47.001
ENSG00000143507	DUSP10	93	83	1108	53
ENSG00000143512	HHIPL2	1	4	1	2
ENSG00000143514	TP53BP2	427	350	1769	281
ENSG00000143515	ATP8B2	2020	1698.001	1155.998	1587.999
ENSG00000143520	FLG2	0	0	0	0
ENSG00000143536	CRNN	0	0	0	0
ENSG00000143537	ADAM15	949	806.001	531	1153.001
ENSG00000143543	JTB	1492.806	1019.652	1453.481	1235.268
ENSG00000143545	RAB13	53.425	41.361	660.379	30.592
ENSG00000143546	S100A8	1806	2284	915	1952.001
ENSG00000143549	TPM3	6054.976	4435.99	7732.976	6389.976
ENSG00000143552	NUP210L	0	3	7	4
ENSG00000143553	SNAPIN	289.999	175	195.001	223.001
ENSG00000143554	SLC27A3	497.998	433.364	279.222	814.726
ENSG00000143556	S100A7	0	0	1	0
ENSG00000143569	UBAP2L	1958	1428.998	3644.002	1666
ENSG00000143570	SLC39A1	601	571.888	816.812	741
ENSG00000143575	HAX1	646.999	359.001	720	511.999
ENSG00000143578	CREB3L4	89.999	46	72	89
ENSG00000143590	EFNA3	49	27.781	8	34
ENSG00000143595	AQP10	106	50	1	119.001
ENSG00000143603	KCNN3	4	3	11	5
ENSG00000143612	C1orf43	1115.998	842.001	1753	1026
ENSG00000143614	GATAD2B	1145	889.001	4003	1006.001
ENSG00000143621	ILF2	1026	624	1416	648
ENSG00000143622	RIT1	396.001	326.001	1957	344
ENSG00000143624	INTS3	921.999	1140.637	480.779	1878.275
ENSG00000143627	PKLR	0	0	2	6
ENSG00000143630	HCN3	31	22	21	14
ENSG00000143631	FLG	0	1	0	0
ENSG00000143632	ACTA1	0	0	2	1
ENSG00000143633	C1orf131	109.999	78	115	76
ENSG00000143641	GALNT2	980	674	1596.999	978.001
ENSG00000143643	TTC13	438.999	340	460.999	230.001
ENSG00000143653	SCCPDH	110	83	264	113
ENSG00000143669	LYST	1283	2055.001	3073	951.999
ENSG00000143674	MAP3K21	29	19	28	14
ENSG00000143702	CEP170	315.242	286.273	2590.952	187.41
ENSG00000143727	ACP1	505	287	812	341
ENSG00000143740	SNAP47	343	261	238	258.001
ENSG00000143742	SRP9	406.247	283.999	797	159.999
ENSG00000143748	NVL	203.001	159	231	147.001
ENSG00000143751	SDE2	321	192	868	173
ENSG00000143753	DEGS1	458	352	1033	593
ENSG00000143756	FBXO28	288	176.999	690.001	152
ENSG00000143761	ARF1	6030.999	4081	8309.001	6918.001
ENSG00000143768	LEFTY2	2.121	9.298	0	1.04
ENSG00000143771	CNIH4	271.001	221.999	344.999	300
ENSG00000143772	ITPKB	3509	2548	5495	2573.001
ENSG00000143774	GUK1	8576.002	9605.999	3696.002	8417.999
ENSG00000143776	CDC42BPA	15	30	28	16
ENSG00000143786	CNIH3	17	30	8	9
ENSG00000143793	C1orf35	244	179	311.999	200
ENSG00000143797	MBOAT2	93	213.143	166.002	252.999
ENSG00000143799	PARP1	2406	1371	985.999	1688
ENSG00000143801	PSEN2	79.001	50	18	60
ENSG00000143811	PYCR2	1539.708	977	643.687	1292.001
ENSG00000143815	LBR	1162	1098.999	1530	747
ENSG00000143816	WNT9A	4	3.025	1	2
ENSG00000143819	EPHX1	90.001	58	17	85
ENSG00000143839	REN	0	0	0	0
ENSG00000143842	SOX13	85	94	59	85
ENSG00000143845	ETNK2	25	32	24	12
ENSG00000143847	PPFIA4	19	69	45	57
ENSG00000143850	PLEKHA6	10	18	24	10
ENSG00000143851	PTPN7	1075.001	924	2664	1209.999
ENSG00000143858	SYT2	1	0	1	1
ENSG00000143862	ARL8A	807.001	691	1804	964
ENSG00000143867	OSR1	0	0	0	0
ENSG00000143869	GDF7	106	59	28	7
ENSG00000143870	PDIA6	1027	674	2088	877
ENSG00000143878	RHOB	894	737	1219	1297
ENSG00000143882	ATP6V1C2	1	2	27	1
ENSG00000143889	HNRNPLL	149	147.002	464	126
ENSG00000143891	GALM	199	127	167.001	175
ENSG00000143919	CAMKMT	41	33	32	22
ENSG00000143921	ABCG8	1	0	0	0
ENSG00000143924	EML4	884	724	6168	528.001
ENSG00000143933	CALM2	1901	1381	1755	1586.993
ENSG00000143942	CHAC2	4	6	6	3
ENSG00000143947	RPS27A	8074.932	2168.829	15533.96	2491.57
ENSG00000143951	WDPCP	55.001	56	101.001	32
ENSG00000143952	VPS54	170	166	1154.999	108
ENSG00000143954	REG3G	0	0	0	0
ENSG00000143970	ASXL2	627	628	1086	368
ENSG00000143971	ETAA1	47	31	241	10
ENSG00000143977	SNRPG	65	37	283.976	18
ENSG00000143994	ABHD1	1	13.001	2	20
ENSG00000143995	MEIS1	39.998	38.001	17	33
ENSG00000144010	TRIM43B	0	0	0	0
ENSG00000144015	TRIM43	0	0	0	0
ENSG00000144021	CIAO1	1099	981.001	2105.999	918
ENSG00000144026	ZNF514	273	224	192	223.001
ENSG00000144028	SNRNP200	4010.931	3452.77	7045.656	2883.684
ENSG00000144029	MRPS5	490	315	403.001	369
ENSG00000144031	ANKRD53	6	1	28	4
ENSG00000144034	TPRKB	36	19	134	19.999
ENSG00000144035	NAT8	0	0	1	0
ENSG00000144036	EXOC6B	102	119	107	69
ENSG00000144040	SFXN5	317.093	352	231	431.001
ENSG00000144043	TEX261	1039.001	839.957	948.922	879.865
ENSG00000144045	DQX1	0	1	0	0
ENSG00000144048	DUSP11	183	129	301	122
ENSG00000144057	ST6GAL2	0	4	1	2
ENSG00000144061	NPHP1	1	5	1	0
ENSG00000144063	MALL	4	7	2	2
ENSG00000144115	THNSL2	58	44	17	15
ENSG00000144118	RALB	987	867	586	1208
ENSG00000144119	C1QL2	0	0	8	0
ENSG00000144120	TMEM177	87	43	24	29
ENSG00000144130	NT5DC4	2	22	5	15
ENSG00000144134	RABL2A	246.311	238.12	162.018	250.726
ENSG00000144136	SLC20A1	935.001	855.001	2275	802
ENSG00000144152	FBLN7	59	35	72	46
ENSG00000144158	AL078621.1	0	0	0	1.008
ENSG00000144161	ZC3H8	173	115	287.999	98
ENSG00000144182	LIPT1	36	48	80.388	23
ENSG00000144188	TRIM43CP	0	0	0	0
ENSG00000144191	CNGA3	0	1	0	0
ENSG00000144199	FAHD2B	46.713	43.98	30.106	38.277
ENSG00000144214	LYG1	13	10	9	13
ENSG00000144218	AFF3	724.997	330.001	964.001	199
ENSG00000144224	UBXN4	723	581.001	3423.001	503.999
ENSG00000144227	NXPH2	0	0	0	0
ENSG00000144228	SPOPL	231	236	979.932	140
ENSG00000144229	THSD7B	0	0	0	0
ENSG00000144230	GPR17	2	0	0	141
ENSG00000144231	POLR2D	402.103	257	493	284.999
ENSG00000144233	AMMECR1L	262	205	385	167
ENSG00000144278	GALNT13	2	0	0	0
ENSG00000144283	PKP4	146.999	172	115.999	109.001
ENSG00000144285	SCN1A	0	1	2	0
ENSG00000144290	SLC4A10	5	60.999	17	30
ENSG00000144306	SCRN3	60.999	45	75	40
ENSG00000144320	LNPK	133	154	477	90
ENSG00000144331	ZNF385B	0	0	0	0
ENSG00000144339	TMEFF2	0	0	0	0
ENSG00000144354	CDCA7	52.206	17	74	20
ENSG00000144355	DLX1	0	0	0	0
ENSG00000144357	UBR3	260	235	1573	140.001
ENSG00000144362	PHOSPHO2	4	7	17.869	3
ENSG00000144366	GULP1	0	0	0	0
ENSG00000144369	FAM171B	4	2	12	2
ENSG00000144381	HSPD1	1027.982	634	1181.98	691.001
ENSG00000144395	CCDC150	1	2	5	3
ENSG00000144401	METTL21A	120	93.201	203.825	86.999
ENSG00000144406	UNC80	1	0	1	0
ENSG00000144407	PTH2R	0	2	1	1
ENSG00000144410	CPO	1	0	0	0
ENSG00000144426	NBEAL1	92.439	40.876	249.908	36.213
ENSG00000144445	KANSL1L	57.001	60	104.032	68
ENSG00000144451	SPAG16	22	9	34	7
ENSG00000144452	ABCA12	0	0	0	0
ENSG00000144455	SUMF1	294	204	196	274
ENSG00000144460	NYAP2	2	1	2	2
ENSG00000144468	RHBDD1	348	221	294	247.999
ENSG00000144476	ACKR3	44	55	395	32
ENSG00000144481	TRPM8	2	2	0	0
ENSG00000144485	HES6	30	30	78	20
ENSG00000144488	ESPNL	6	2	10	10
ENSG00000144504	ANKMY1	325.999	343	280.001	302.001
ENSG00000144524	COPS7B	561.001	374	338.999	340
ENSG00000144535	DIS3L2	291.835	246.584	388.261	257.329
ENSG00000144550	CPNE9	7	1	10	1
ENSG00000144554	FANCD2	155.999	160	442.001	162
ENSG00000144559	TAMM41	105	94	256	75
ENSG00000144560	VGLL4	488	356	687	426.999
ENSG00000144566	RAB5A	408	332.999	1361.999	336
ENSG00000144567	RETREG2	2566	2099	1921.001	2530.001
ENSG00000144579	CTDSP1	4315	3520.001	2833	5458.998
ENSG00000144580	CNOT9	563	410.999	1294.999	419
ENSG00000144583	MARCH4	1	0	0	1
ENSG00000144589	STK11IP	513	346.999	433.001	443
ENSG00000144591	GMPPA	443.001	276.001	256	407
ENSG00000144596	GRIP2	1	2.084	0	1
ENSG00000144597	EAF1	301	278	2832.987	258
ENSG00000144619	CNTN4	0	2	0	0
ENSG00000144635	DYNC1LI1	323	315	631.999	295
ENSG00000144642	RBMS3	6	2	34	2
ENSG00000144644	GADL1	0	0	1	0
ENSG00000144645	OSBPL10	354.999	129	137.999	108.001
ENSG00000144647	POMGNT2	162	153	104	143
ENSG00000144648	ACKR2	8	4	18	6
ENSG00000144649	GASK1A	0	1	0	0
ENSG00000144655	CSRNP1	507	579	4894	1070
ENSG00000144659	SLC25A38	656	411.001	395	549.001
ENSG00000144668	ITGA9	10	25	159	12
ENSG00000144671	SLC22A14	0	5	5	3
ENSG00000144674	GOLGA4	458.001	424.999	2556.999	297
ENSG00000144677	CTDSPL	243	166	26	307
ENSG00000144681	STAC	1	0	2	1
ENSG00000144711	IQSEC1	5108	4087.999	8327.001	4843
ENSG00000144712	CAND2	17	10	15	32
ENSG00000144713	RPL32	14006.977	4576.989	14742.946	5865.975
ENSG00000144724	PTPRG	1	2	2	1
ENSG00000144730	IL17RD	0	2	1	0
ENSG00000144736	SHQ1	156	106	115	107
ENSG00000144741	SLC25A26	141.001	91.001	268	91
ENSG00000144744	UBA3	260	266.001	541	216
ENSG00000144746	ARL6IP5	1529	1214	1126.999	1014
ENSG00000144747	TMF1	424	353.999	2243	227.001
ENSG00000144749	LRIG1	436.001	220	439	215
ENSG00000144771	LRTM1	0	0	0	0
ENSG00000144785	AC073896.1	72.641	0	0	29.032
ENSG00000144791	LIMD1	1074	640	833	720
ENSG00000144792	ZNF660	15	17	35	7
ENSG00000144802	NFKBIZ	401	484.69	5832.845	476
ENSG00000144810	COL8A1	0	0	0	0
ENSG00000144815	NXPE3	425.999	429.311	534.154	302
ENSG00000144820	ADGRG7	0	0	0	0
ENSG00000144821	MYH15	5	0	3	0
ENSG00000144824	PHLDB2	13	45	84.001	14
ENSG00000144827	ABHD10	194	144	213	124
ENSG00000144834	TAGLN3	0	2	0	0
ENSG00000144837	PLA1A	0	0	5	0
ENSG00000144840	RABL3	152	125	409	94
ENSG00000144843	ADPRH	215.001	85.001	272.001	208.001
ENSG00000144847	IGSF11	3	0	6	0
ENSG00000144848	ATG3	618.001	371	975	416.001
ENSG00000144852	NR1I2	4	5	2	2
ENSG00000144857	BOC	2	1	1	0
ENSG00000144867	SRPRB	373	226.001	259	243.999
ENSG00000144868	TMEM108	0	2	0	4
ENSG00000144891	AGTR1	0	0	0	0
ENSG00000144893	MED12L	4	18	128	54
ENSG00000144895	EIF2A	626.999	438	1299.999	355
ENSG00000144908	ALDH1L1	1	0	0	0
ENSG00000144909	OSBPL11	414	428	1111	351
ENSG00000144935	TRPC1	5	10	22	2
ENSG00000144959	NCEH1	93	78	549	56
ENSG00000144962	SPATA16	0	0	0	0
ENSG00000145002	FAM86B2	1.284	0	0	0
ENSG00000145012	LPP	400.001	596	1470.001	385
ENSG00000145014	TMEM44	28	29	19.999	25
ENSG00000145016	RUBCN	1109	843.999	3915	953.001
ENSG00000145020	AMT	17.202	39.283	34.375	66.237
ENSG00000145022	TCTA	430	332	149.001	659
ENSG00000145029	NICN1	146.723	71.549	54.126	150.696
ENSG00000145040	UCN2	0	0	6	2
ENSG00000145041	DCAF1	547	418	883	326
ENSG00000145050	MANF	278.001	195	541.001	224.001
ENSG00000145063	AC062028.1	1	0	0	1
ENSG00000145075	CCDC39	0	0	0	0
ENSG00000145087	STXBP5L	0	0	0	0
ENSG00000145088	EAF2	32	10	34	8
ENSG00000145103	ILDR1	9	1	8	2
ENSG00000145107	TM4SF19	4	4	29.707	6.02
ENSG00000145113	MUC4	0	1	3	0
ENSG00000145147	SLIT2	2.94	2.993	2	3.984
ENSG00000145191	EIF2B5	799.998	601	1293.999	590.999
ENSG00000145192	AHSG	0	0	0	0
ENSG00000145194	ECE2	0	0	0	0
ENSG00000145198	VWA5B2	12	4	2	12
ENSG00000145214	DGKQ	846	494	586	989.999
ENSG00000145216	FIP1L1	464.969	425.999	865	341.999
ENSG00000145217	SLC26A1	9	3	7	4
ENSG00000145220	LYAR	198.001	118.999	293.999	160
ENSG00000145241	CENPC	211	171.999	711	131
ENSG00000145242	EPHA5	0	0	0	0
ENSG00000145244	CORIN	2	13	2	1
ENSG00000145246	ATP10D	291	183.001	119	151
ENSG00000145247	OCIAD2	253.001	96	277	103
ENSG00000145248	SLC10A4	0	2	1	1
ENSG00000145283	SLC10A6	0	0	0	0
ENSG00000145284	SCD5	6	18	4	10
ENSG00000145287	PLAC8	1927.999	845	1020	984
ENSG00000145293	ENOPH1	154	102.999	275.999	77
ENSG00000145309	CABS1	0	0	0	0
ENSG00000145321	GC	0	0	0	0
ENSG00000145331	TRMT10A	28	23	25	8
ENSG00000145332	KLHL8	182	168	203.001	144
ENSG00000145335	SNCA	3318.999	3685	16	4725.001
ENSG00000145337	PYURF	373	234	574	189.679
ENSG00000145348	TBCK	100.001	93.001	170	96
ENSG00000145349	CAMK2D	467.001	268	1498.999	168
ENSG00000145354	CISD2	84	53	197.999	85
ENSG00000145358	DDIT4L	2	1	0	0
ENSG00000145362	ANK2	1	1	5	0
ENSG00000145365	TIFA	204	117	210	129
ENSG00000145375	SPATA5	50	62	75	41
ENSG00000145384	FABP2	1	0	0	0
ENSG00000145386	CCNA2	15	17	9	20
ENSG00000145388	METTL14	157.001	144	526.999	89.999
ENSG00000145390	USP53	81	85	246.001	43
ENSG00000145391	SETD7	209	215	836.001	154
ENSG00000145414	NAF1	73	53.999	341	40
ENSG00000145416	MARCH1	544	253	462.001	216
ENSG00000145423	SFRP2	87	36	0	47
ENSG00000145425	RPS3A	4032.245	2092.713	26020.714	1213.618
ENSG00000145428	RNF175	32	21	13	12
ENSG00000145431	PDGFC	44.999	18	107	20
ENSG00000145439	CBR4	110.001	86	107	83.001
ENSG00000145451	GLRA3	0	0	0	0
ENSG00000145476	CYP4V2	220	215	194.924	141.822
ENSG00000145491	ROPN1L	44	70	1	114
ENSG00000145494	NDUFS6	569	191	218.999	298
ENSG00000145495	MARCH6	1000.001	939.999	5936.999	780.241
ENSG00000145506	NKD2	4	0	9	0
ENSG00000145526	CDH18	0	0	0	1
ENSG00000145536	ADAMTS16	0	0	0	0
ENSG00000145545	SRD5A1	125	125	78.999	117
ENSG00000145555	MYO10	7.999	11	201.999	13
ENSG00000145569	OTULINL	371	351	664	233
ENSG00000145592	RPL37	9175	2695.998	13195.999	3600
ENSG00000145604	SKP2	132	94	128	69
ENSG00000145623	OSMR	0	0	2	0
ENSG00000145626	UGT3A1	0	0	0	0
ENSG00000145632	PLK2	10	5	112.001	47
ENSG00000145642	SHISAL2B	0	0	0	0
ENSG00000145649	GZMA	224	365	176	138
ENSG00000145675	PIK3R1	891.001	687.001	10976	473.999
ENSG00000145681	HAPLN1	0	0	0	0
ENSG00000145685	LHFPL2	173.999	167	2962	130
ENSG00000145687	SSBP2	322	215	180	150.001
ENSG00000145692	BHMT	0	0	0	0
ENSG00000145700	ANKRD31	4	3	4	5
ENSG00000145703	IQGAP2	613	869	1514	543
ENSG00000145708	CRHBP	4	4	3	7
ENSG00000145715	RASA1	257	212	770	133
ENSG00000145721	LIX1	0	0	0	0
ENSG00000145723	GIN1	29	17	44	11
ENSG00000145725	PPIP5K2	291.999	334	878	162.001
ENSG00000145730	PAM	263	370	319	345
ENSG00000145734	BDP1	324	330	1416	148
ENSG00000145736	GTF2H2	36.429	177.233	151.083	122.747
ENSG00000145740	SLC30A5	309	198	473.001	152
ENSG00000145741	BTF3	4282.999	2026	5438	2628.001
ENSG00000145743	FBXL17	197	158	217.999	64.999
ENSG00000145757	SPATA9	1	5	1	3
ENSG00000145777	TSLP	0	0	0	0
ENSG00000145779	TNFAIP8	912.999	607	1945.999	435.999
ENSG00000145780	FEM1C	145	131	1567	127
ENSG00000145781	COMMD10	44	44	80	28
ENSG00000145782	ATG12	274.001	262	981.001	171.001
ENSG00000145794	MEGF10	1	0	0	0
ENSG00000145808	ADAMTS19	0	0	0	0
ENSG00000145817	YIPF5	241	190	469	204.001
ENSG00000145819	ARHGAP26	967.999	1767	2225	1520.999
ENSG00000145824	CXCL14	0	0	1	0
ENSG00000145826	LECT2	0	0	0	0
ENSG00000145832	SLC25A48	0	1	0	0
ENSG00000145833	DDX46	1072.3	666.256	1269.361	848.494
ENSG00000145835	CDKN2AIPNLP2	0	0	0	0
ENSG00000145839	IL9	0	0	0	0
ENSG00000145850	TIMD4	6	7	61	5
ENSG00000145860	RNF145	889.999	803	2114	674.999
ENSG00000145861	C1QTNF2	0	0	0	0
ENSG00000145863	GABRA6	0	0	0	0
ENSG00000145864	GABRB2	4	0	2	0
ENSG00000145868	FBXO38	578	489	1589.999	445.001
ENSG00000145879	SPINK7	0	0	0	0
ENSG00000145882	PCYOX1L	450.999	322	426.999	378
ENSG00000145888	GLRA1	0	0	0	0
ENSG00000145901	TNIP1	5102	4705.999	8838.001	5941.002
ENSG00000145907	G3BP1	1129.999	888.998	1954	733
ENSG00000145908	ZNF300	17	26	25	7
ENSG00000145911	N4BP3	244	155	321	165
ENSG00000145912	NHP2	648.001	319.999	308.001	395
ENSG00000145916	RMND5B	551	311.999	395	423
ENSG00000145919	BOD1	203.458	121	186	97
ENSG00000145920	CPLX2	8	2	0	9
ENSG00000145934	TENM2	0	0	0	0
ENSG00000145936	KCNMB1	72	55	65	99
ENSG00000145945	FAM50B	154	127	38	146
ENSG00000145949	MYLK4	18	10	4	10
ENSG00000145975	FAM217A	0	0	0	0
ENSG00000145979	TBC1D7	88.999	71.483	193.36	75.629
ENSG00000145982	FARS2	169	81.999	51	119.999
ENSG00000145990	GFOD1	333	291	992.999	309
ENSG00000145996	CDKAL1	195	138	201	140
ENSG00000146001	PCDHB18P	0	0	0	0
ENSG00000146005	PSD2	4	2	24	0
ENSG00000146006	LRRTM2	0	2	2	0
ENSG00000146007	ZMAT2	814.191	657.316	759.2	704.042
ENSG00000146013	GFRA3	0	0	0	0
ENSG00000146021	KLHL3	239.999	201	171	92
ENSG00000146038	DCDC2	0	1	1	0
ENSG00000146039	SLC17A4	2	1	0	0
ENSG00000146047	HIST1H2BA	0	0	0	0
ENSG00000146049	KAAG1	0	0	0	0
ENSG00000146054	TRIM7	51.999	49	8	72.001
ENSG00000146063	TRIM41	716	629	810	1042
ENSG00000146066	HIGD2A	1592	626	712	958
ENSG00000146067	FAM193B	1208.001	1275	2164.999	1436
ENSG00000146070	PLA2G7	28	60	420	60
ENSG00000146072	TNFRSF21	19	14	1818	25
ENSG00000146083	RNF44	4004	3220	2630.999	3200
ENSG00000146085	MMUT	139	111	258	113
ENSG00000146090	RASGEF1C	1	2.112	14	2.205
ENSG00000146094	DOK3	2342.001	3152.999	2950	5290.999
ENSG00000146109	ABT1	586	376	667	382
ENSG00000146112	PPP1R18	6462.001	5889	3592	7134.999
ENSG00000146122	DAAM2	29	41	125	9
ENSG00000146143	PRIM2	102	71	54.99	85.001
ENSG00000146147	MLIP	0	0	0	0
ENSG00000146151	HMGCLL1	0	0	0	0
ENSG00000146166	LGSN	3	1	0	9
